,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
863,0.472,0.946,2,-4.591,1,0.145,0.0372,0.0,0.352,0.486,177.489,201027,Rock
864,0.629,0.785,5,-10.761,1,0.0471,0.0249,9.45e-06,0.0522,0.869,108.531,211027,Rock
865,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,296200,Rock
866,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,166920,Rock
867,0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,233960,Rock
868,0.566,0.926,4,-7.099,1,0.0327,0.00182,0.122,0.281,0.963,146.271,218400,Rock
869,0.536,0.869,4,-4.91,0,0.0597,0.000732,0.000374,0.337,0.493,166.383,288533,Rock
870,0.41,0.762,4,-10.716,1,0.0362,0.000537,0.00172,0.653,0.66,105.872,227733,Rock
871,0.55,0.765,7,-8.684,1,0.0287,4.82e-06,0.873,0.132,0.417,139.453,252533,Rock
872,0.679,0.741,11,-7.596,1,0.0494,0.134,0.207,0.0985,0.363,130.033,294773,Rock
873,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,Rock
874,0.206,0.81,9,-6.492,1,0.0423,5.93e-05,0.0644,0.0855,0.155,163.552,268200,Rock
875,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973,Rock
876,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,222427,Rock
877,0.487,0.885,5,-12.005,1,0.0427,0.000397,0.347,0.0973,0.579,135.516,173173,Rock
878,0.768,0.716,2,-12.922,1,0.0625,0.0658,0.00213,0.0379,0.961,157.935,158107,Rock
879,0.465,0.886,3,-7.183,1,0.0354,2.38e-05,0.314,0.152,0.772,137.986,215120,Rock
880,0.567,0.893,7,-8.88,1,0.0311,0.0242,0.0,0.0343,0.774,102.708,246973,Rock
881,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,417800,Rock
882,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,Rock
883,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,252773,Rock
884,0.616,0.727,1,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,173267,Rock
885,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,293653,Rock
886,0.679,0.946,9,-5.281,1,0.0638,0.00655,3.46e-05,0.0524,0.89,115.425,220160,Rock
887,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960,Rock
888,0.476,0.764,9,-6.454,1,0.032,0.00325,0.112,0.138,0.545,171.903,448307,Rock
889,0.256,0.929,7,-6.667,1,0.113,0.00311,0.201,0.11,0.278,113.47,417227,Rock
890,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,Rock
891,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,Rock
892,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,Rock
893,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,Rock
894,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,313373,Rock
895,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,Rock
896,0.656,0.931,1,-5.827,1,0.0976,0.046,0.0,0.0543,0.909,144.747,168733,Rock
897,0.823,0.338,0,-15.899,1,0.0413,0.139,0.00129,0.5,0.785,120.473,254453,Rock
898,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,269360,Rock
899,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,175400,Rock
900,0.764,0.717,2,-8.711,1,0.0416,0.0899,0.000519,0.125,0.962,122.758,189973,Rock
901,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46e-05,0.0589,0.571,177.873,296360,Rock
902,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,Rock
903,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,Rock
904,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,Rock
905,0.328,0.941,4,-3.185,0,0.0975,0.00691,1.35e-06,0.249,0.257,189.961,235893,Rock
906,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267,Rock
907,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,159227,Rock
908,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,236533,Rock
909,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,327400,Rock
910,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,Rock
911,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,Rock
912,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,377747,Rock
913,0.42,0.965,0,-1.986,1,0.0403,0.0981,0.000335,0.0784,0.846,176.243,169920,Rock
914,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,Rock
915,0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,230040,Rock
916,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,220427,Rock
917,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-06,0.172,0.24,130.574,283133,Rock
918,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,193953,Rock
919,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,Rock
920,0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,221120,Rock
921,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,283027,Rock
922,0.499,0.87,0,-4.431,1,0.126,0.0183,0.0,0.0512,0.893,188.853,137400,Rock
923,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,Rock
924,0.482,0.883,4,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,253805,Rock
925,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,178000,Rock
926,0.567,0.931,11,-10.361,1,0.0544,0.0119,0.159,0.342,0.623,112.948,146747,Rock
927,0.61,0.819,8,-8.323,1,0.0666,0.00381,7.92e-06,0.285,0.454,100.057,198920,Rock
928,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,Rock
929,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,294000,Rock
930,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,Rock
931,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699,121880,Rock
932,0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,225227,Rock
933,0.592,0.455,0,-13.346,1,0.0247,0.0461,1.31e-06,0.196,0.636,105.222,260600,Rock
934,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747,Rock
935,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,Rock
936,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,209200,Rock
937,0.506,0.552,0,-10.814,1,0.0295,0.819,1.85e-06,0.183,0.492,104.513,196773,Rock
938,0.643,0.669,0,-7.485,1,0.0398,0.208,0.00664,0.151,0.609,132.709,140773,Rock
939,0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,224027,Rock
940,0.462,0.84,2,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,246440,Rock
941,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,Rock
942,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,280693,Rock
943,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,Rock
944,0.745,0.466,4,-7.62,0,0.0864,0.00666,0.35,0.272,0.303,123.889,231920,Rock
945,0.569,0.789,4,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,235093,Rock
946,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,Rock
947,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,Rock
948,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,Rock
949,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,Rock
950,0.441,0.97,1,-2.1,0,0.0708,0.192,1.68e-06,0.312,0.5,128.289,172671,Rock
951,0.588,0.559,4,-4.849,0,0.0272,0.128,0.0,0.0977,0.278,123.845,238587,Rock
952,0.559,0.343,9,-13.072,0,0.0424,0.0601,0.138,0.1,0.183,164.53,258693,Rock
953,0.612,0.848,8,-9.178,1,0.0463,0.00291,0.00319,0.0687,0.632,136.196,196573,Rock
954,0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364,366347,Rock
955,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,Rock
956,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,180267,Rock
957,0.45,0.877,9,-6.403,1,0.0532,0.0118,4.95e-05,0.0699,0.896,162.477,212707,Rock
958,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,Rock
959,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,Rock
960,0.317,0.879,9,-7.533,1,0.0406,0.00091,0.00142,0.0972,0.849,169.534,220880,Rock
961,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,Rock
962,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,Rock
963,0.533,0.459,7,-5.499,1,0.0277,0.687,0.0,0.0773,0.386,97.213,142227,Rock
964,0.647,0.787,5,-7.476,1,0.0255,0.00043,0.00247,0.105,0.393,125.111,252747,Rock
965,0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,151107,Rock
966,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,Rock
967,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,Rock
968,0.262,0.82,7,-11.621,1,0.0428,0.0103,0.0914,0.101,0.254,155.197,246333,Rock
969,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353,329680,Rock
970,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,126947,Rock
971,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,Rock
972,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,Rock
973,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533,Rock
974,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,213150,Rock
975,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,Rock
976,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,138707,Rock
977,0.606,0.957,2,-3.404,1,0.0812,0.00117,0.000295,0.14,0.603,105.109,213800,Rock
978,0.547,0.308,0,-11.75,1,0.0377,0.505,0.0,0.109,0.41,114.719,217747,Rock
979,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573,Rock
980,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,Rock
981,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000,Rock
982,0.679,0.697,4,-5.369,0,0.0454,0.0148,0.0119,0.124,0.776,110.558,247011,Rock
983,0.256,0.863,5,-6.582,1,0.106,3.48e-05,0.00405,0.364,0.521,158.947,389333,Rock
984,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,328427,Rock
985,0.582,0.962,4,-3.037,1,0.0542,0.0096,0.128,0.283,0.506,123.971,180640,Rock
986,0.393,0.793,11,-5.964,0,0.0547,0.0224,0.266,0.127,0.587,130.111,233597,Rock
987,0.458,0.98,1,-3.651,1,0.0808,0.000205,6.29e-05,0.127,0.4,118.964,258333,Rock
988,0.204,0.874,9,-9.128,1,0.0675,0.00151,0.0112,0.0899,0.632,157.013,429867,Rock
989,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,Rock
990,0.366,0.931,0,-8.349,1,0.0609,0.00127,0.00213,0.305,0.559,141.162,308640,Rock
991,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,Rock
992,0.327,0.895,9,-7.428,1,0.0367,0.000564,0.0159,0.104,0.898,169.39,219800,Rock
993,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,Rock
994,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,Rock
995,0.696,0.58,9,-9.716,1,0.0265,0.0744,0.0212,0.32,0.683,105.172,218107,Rock
996,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,Rock
997,0.346,0.765,8,-8.558,1,0.0413,0.00229,7.54e-06,0.213,0.644,106.463,284427,Rock
998,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,Rock
999,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,Rock
1000,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,Rock
1001,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,Rock
1002,0.256,0.909,0,-5.6,1,0.0394,1.86e-05,0.34,0.28,0.83,186.649,246920,Rock
1003,0.406,0.988,9,-2.72,1,0.0926,0.0437,0.0637,0.0664,0.24,100.038,231360,Rock
1004,0.569,0.93,11,-4.637,0,0.0525,0.00687,0.000143,0.37,0.696,122.957,249707,Rock
1005,0.311,0.837,2,-4.242,1,0.0554,0.00803,1.38e-06,0.136,0.552,92.32,229200,Rock
1006,0.623,0.633,9,-8.212,1,0.0304,0.336,4.6e-05,0.147,0.895,121.119,243827,Rock
1007,0.58,0.596,0,-10.528,0,0.0751,0.125,0.0,0.0297,0.715,140.273,149676,Rock
1008,0.252,0.978,11,-2.341,1,0.166,1.21e-05,7.13e-05,0.408,0.563,86.754,217060,Rock
1009,0.548,0.905,5,-7.237,1,0.0607,0.0381,3.37e-05,0.163,0.457,90.587,218693,Rock
1010,0.282,0.903,4,-6.598,1,0.068,0.0333,0.000347,0.354,0.543,165.686,225467,Rock
1011,0.59,0.886,11,-7.995,0,0.0362,0.00079,0.00153,0.0884,0.567,133.34,249000,Rock
1012,0.597,0.96,11,-3.989,1,0.042,0.169,2.89e-05,0.105,0.937,163.017,149467,Rock
1013,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,Rock
1014,0.462,0.925,6,-5.159,1,0.0566,0.013,0.00042,0.147,0.714,95.928,218560,Rock
1015,0.452,0.873,9,-4.867,1,0.0613,0.000519,0.0,0.0592,0.433,80.473,222027,Rock
1016,0.534,0.694,9,-9.296,0,0.0472,0.000466,0.0485,0.155,0.45,166.791,286840,Rock
1017,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,290107,Rock
1018,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,Rock
1019,0.232,0.895,9,-5.449,0,0.101,0.0309,2.86e-06,0.129,0.603,175.744,310387,Rock
1020,0.467,0.955,9,-6.043,1,0.0462,0.00072,0.426,0.494,0.68,169.776,264333,Rock
1021,0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,372893,Rock
1022,0.449,0.642,2,-10.527,1,0.0487,0.00608,0.00707,0.175,0.586,113.638,494533,Rock
1023,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,Rock
1024,0.515,0.987,8,-5.391,1,0.108,0.00135,0.000195,0.0697,0.298,141.258,212640,Rock
1025,0.426,0.903,1,-9.661,1,0.0389,0.00578,0.00945,0.0945,0.762,122.201,280360,Rock
1026,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,278707,Rock
1027,0.286,0.83,4,-6.801,0,0.106,0.557,0.0433,0.133,0.686,190.288,228960,Rock
1028,0.578,0.953,4,-3.215,1,0.0447,0.00595,0.264,0.132,0.517,123.976,181213,Rock
1029,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,176307,Rock
1030,0.544,0.986,1,-3.604,0,0.157,0.00149,0.0445,0.34,0.292,108.033,272162,Rock
1031,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,Rock
1032,0.565,0.628,9,-10.368,1,0.033,0.0672,0.000181,0.39,0.706,133.194,233160,Rock
1033,0.341,0.662,9,-5.023,0,0.0335,0.105,0.0,0.113,0.2,174.875,334907,Rock
1034,0.434,0.948,9,-7.38,1,0.0514,0.0052,0.0,0.234,0.722,135.3,221240,Rock
1035,0.558,0.902,7,-4.018,1,0.0464,0.197,0.000148,0.0852,0.572,100.027,259893,Rock
1036,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,Rock
1037,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,Rock
1038,0.511,0.93,9,-5.173,1,0.0522,0.00556,0.0,0.403,0.881,153.376,229467,Rock
1039,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,Rock
1040,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,Rock
1041,0.476,0.98,1,-5.646,1,0.0708,0.0222,0.000933,0.39,0.667,150.342,274600,Rock
1042,0.276,0.962,11,-3.797,0,0.0629,9.76e-06,0.000366,0.0327,0.741,189.898,228640,Rock
1043,0.41,0.942,10,-4.056,1,0.0604,8.82e-05,0.11,0.0919,0.437,131.895,255218,Rock
1044,0.209,0.857,1,-5.419,0,0.0913,0.000892,0.00123,0.489,0.404,173.546,239413,Rock
1045,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573,Rock
1046,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747,Rock
1047,0.417,0.932,9,-5.482,1,0.055,0.000187,0.00121,0.326,0.436,163.527,286573,Rock
1048,0.508,0.826,4,-5.783,0,0.04,0.000175,0.000459,0.0878,0.543,120.012,218920,Rock
1049,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,296200,Rock
1050,0.523,0.984,11,-3.695,0,0.116,1.86e-05,0.0175,0.0553,0.324,120.004,324747,Rock
1051,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,Rock
1052,0.579,0.705,6,-4.911,0,0.0339,0.0273,0.0,0.0704,0.761,116.173,201693,Rock
1053,0.362,0.928,2,-4.015,1,0.0503,0.164,1.61e-05,0.315,0.678,175.868,234600,Rock
1054,0.352,0.798,1,-5.974,1,0.0613,0.000362,0.164,0.147,0.133,158.035,358500,Rock
1055,0.737,0.727,7,-6.502,1,0.0352,0.402,0.0,0.538,0.928,121.147,197000,Rock
1056,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933,Rock
1057,0.583,0.612,9,-7.101,1,0.0311,0.355,8.55e-06,0.444,0.774,128.252,247450,Rock
1058,0.641,0.774,2,-5.916,1,0.0278,0.0543,1.05e-05,0.0473,0.942,89.787,141600,Rock
1059,0.364,0.925,4,-4.224,1,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981,258973,Rock
1060,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,Rock
1061,0.285,0.947,6,-3.288,0,0.155,0.00117,0.0,0.0609,0.551,171.046,254027,Rock
1062,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267,Rock
1063,0.624,0.806,2,-11.158,1,0.0636,0.0167,0.0551,0.0568,0.716,111.724,261907,Rock
1064,0.588,0.676,9,-6.553,1,0.0324,0.0294,0.0235,0.0725,0.13,119.902,352587,Rock
1065,0.557,0.815,0,-5.402,1,0.0328,0.000969,0.00188,0.0932,0.445,88.929,226853,Rock
1066,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,Rock
1067,0.522,0.806,10,-9.097,1,0.0817,0.748,5.48e-05,0.313,0.969,168.078,161560,Rock
1068,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,Rock
1069,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,220538,Rock
1070,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,Rock
1071,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,Rock
1072,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,Rock
1073,0.496,0.88,1,-2.242,0,0.0359,0.00151,2.92e-05,0.0592,0.148,140.009,297682,Rock
1074,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,163893,Rock
1075,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653,Rock
1076,0.392,0.791,2,-2.785,1,0.0509,0.0113,1.43e-06,0.326,0.413,83.868,210493,Rock
1077,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,Rock
1078,0.436,0.93,4,-6.572,0,0.0597,0.0525,0.0,0.227,0.445,131.446,325907,Rock
1079,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,Rock
1080,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,381627,Rock
1081,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,Rock
1082,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,Rock
1083,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,Rock
1084,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,Rock
1085,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,Rock
1086,0.45,0.914,2,-5.4,1,0.0607,0.0305,1.42e-05,0.152,0.904,162.487,215107,Rock
1087,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624,Rock
1088,0.345,0.924,7,-7.767,0,0.0553,0.00376,0.0,0.122,0.434,142.378,261733,Rock
1089,0.543,0.757,9,-4.986,1,0.0497,0.00197,0.626,0.103,0.22,127.648,285040,Rock
1090,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,102080,Rock
1091,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,149787,Rock
1092,0.407,0.975,4,-6.181,0,0.0666,0.0454,1.26e-05,0.0837,0.61,175.246,171973,Rock
1093,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,Rock
1094,0.438,0.725,0,-7.864,1,0.0282,0.00428,0.00222,0.213,0.463,160.424,287707,Rock
1095,0.538,0.666,9,-8.185,1,0.0361,0.192,0.0,0.134,0.472,105.618,248533,Rock
1096,0.408,0.513,9,-12.215,0,0.0292,0.0447,7.67e-05,0.493,0.648,172.435,224600,Rock
1097,0.61,0.683,11,-11.549,0,0.0458,0.148,0.28,0.157,0.61,138.695,244333,Rock
1098,0.737,0.789,2,-5.299,0,0.3,0.0701,0.000933,0.0518,0.891,141.969,178760,Rock
1099,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800,Rock
1100,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,Rock
1101,0.149,0.243,9,-13.188,0,0.0305,0.3,0.00506,0.12,0.215,174.451,200640,Rock
1102,0.442,0.745,2,-8.623,0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,252240,Rock
1103,0.359,0.717,2,-10.309,1,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,Rock
1104,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,365627,Rock
1105,0.41,0.804,9,-8.478,1,0.0454,0.00635,3.85e-06,0.207,0.634,152.205,204360,Rock
1106,0.898,0.412,9,-13.826,0,0.0395,0.137,0.338,0.0825,0.857,117.457,252693,Rock
1107,0.809,0.575,0,-12.176,1,0.0298,0.156,1.65e-06,0.0799,0.85,109.447,300209,Rock
1108,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18,156147,Rock
1109,0.518,0.919,4,-4.721,0,0.0285,0.011,0.181,0.196,0.752,154.097,144173,Rock
1110,0.66,0.485,2,-8.101,1,0.0258,0.242,0.0102,0.0585,0.829,99.828,302520,Rock
1111,0.75,0.62,7,-8.72,1,0.0257,0.0932,0.0135,0.0612,0.93,103.538,209467,Rock
1112,0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085,183693,Rock
1113,0.524,0.91,4,-8.55,1,0.0628,0.00525,0.192,0.147,0.59,107.237,260160,Rock
1114,0.492,0.552,7,-12.321,0,0.0341,0.0151,3.74e-05,0.0723,0.655,105.623,257227,Rock
1115,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,Rock
1116,0.792,0.395,2,-12.094,1,0.0379,0.451,0.00148,0.1,0.54,132.914,282773,Rock
1117,0.541,0.571,7,-8.308,1,0.16,0.0123,1.55e-06,0.0933,0.73,77.335,289587,Rock
1118,0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,302627,Rock
1119,0.193,0.498,7,-9.901,1,0.0381,0.107,0.00711,0.332,0.344,205.422,190333,Rock
1120,0.609,0.778,4,-7.548,1,0.0485,0.0862,1.16e-05,0.278,0.853,122.614,242453,Rock
1121,0.738,0.952,4,-2.752,1,0.147,0.415,2.2e-05,0.116,0.748,140.395,226800,Rock
1122,0.463,0.671,3,-6.438,1,0.0683,0.0626,0.0,0.0947,0.633,84.28,180813,Rock
