,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
2272,0.8,0.234,0,-12.292,0,0.138,0.537,9.67e-06,0.339,0.757,115.936,139933,MPB
2273,0.543,0.221,7,-12.32,1,0.071,0.938,0.0,0.109,0.47,88.257,189701,MPB
2274,0.736,0.584,9,-16.304,1,0.0484,0.421,0.00125,0.0226,0.953,103.827,222693,MPB
2275,0.76,0.0435,0,-22.873,1,0.166,0.605,0.0,0.26,0.55,114.539,196333,MPB
2276,0.561,0.46,11,-11.299,0,0.0409,0.748,0.000313,0.0991,0.705,128.013,229133,MPB
2277,0.677,0.152,2,-17.882,1,0.0583,0.539,0.0,0.442,0.723,111.699,193333,MPB
2278,0.692,0.509,5,-12.355,1,0.143,0.338,4.02e-06,0.121,0.765,156.178,259867,MPB
2279,0.516,0.6,7,-9.719,1,0.164,0.913,1.88e-06,0.754,0.493,103.189,291280,MPB
2280,0.471,0.452,2,-11.79,1,0.117,0.113,0.0,0.142,0.598,79.755,145733,MPB
2281,0.424,0.186,1,-16.675,1,0.0314,0.991,0.0255,0.702,0.11,105.24,221949,MPB
2282,0.497,0.413,2,-15.855,0,0.104,0.869,0.296,0.112,0.624,65.395,295973,MPB
2283,0.659,0.406,1,-12.279,1,0.046,0.788,2.96e-05,0.949,0.829,91.261,179447,MPB
2284,0.59,0.493,2,-13.464,1,0.0374,0.252,0.000821,0.33,0.822,94.287,233800,MPB
2285,0.716,0.287,7,-14.533,1,0.0555,0.957,0.000993,0.703,0.625,95.956,271093,MPB
2286,0.787,0.352,0,-15.691,1,0.06,0.523,0.00226,0.0722,0.967,116.428,225333,MPB
2287,0.532,0.522,11,-14.909,0,0.524,0.469,0.0123,0.106,0.295,156.194,365800,MPB
2288,0.453,0.195,2,-13.338,1,0.0791,0.721,4.21e-05,0.112,0.127,156.74,248800,MPB
2289,0.503,0.0831,9,-16.914,1,0.164,0.959,4.01e-06,0.977,0.369,203.293,204375,MPB
2290,0.776,0.474,11,-12.035,0,0.0671,0.0588,3.85e-05,0.0574,0.589,104.398,263373,MPB
2291,0.569,0.389,11,-12.01,1,0.0767,0.646,0.0,0.402,0.624,107.792,182227,MPB
2292,0.373,0.331,9,-10.249,1,0.0332,0.831,0.00107,0.984,0.257,86.257,159093,MPB
2293,0.515,0.116,7,-18.431,1,0.0408,0.925,0.0,0.109,0.259,74.544,203533,MPB
2294,0.748,0.542,0,-14.033,1,0.213,0.684,0.0,0.0974,0.776,91.638,175333,MPB
2295,0.514,0.0806,1,-15.733,0,0.0491,0.866,0.0,0.104,0.434,86.283,158893,MPB
2296,0.73,0.167,4,-16.311,0,0.0448,0.813,1.65e-05,0.104,0.443,131.885,124640,MPB
2297,0.472,0.224,2,-14.886,1,0.0411,0.705,0.0117,0.121,0.17,134.32,376133,MPB
2298,0.421,0.231,0,-14.841,1,0.0363,0.057,0.00175,0.213,0.183,116.845,248707,MPB
2299,0.435,0.2,11,-20.061,1,0.0463,0.955,0.0296,0.909,0.309,136.252,202202,MPB
2300,0.647,0.148,0,-17.161,0,0.158,0.815,6.79e-05,0.666,0.621,139.115,178059,MPB
2301,0.31,0.0793,2,-19.741,1,0.043,0.943,0.00382,0.0959,0.168,121.841,213333,MPB
2302,0.53,0.0853,2,-17.683,0,0.168,0.907,0.000148,0.683,0.327,74.777,115790,MPB
2303,0.656,0.746,0,-6.992,1,0.0466,0.00914,0.0,0.294,0.653,133.167,215533,MPB
2304,0.748,0.906,4,-2.48,1,0.0672,0.196,0.0,0.101,0.982,142.138,225373,MPB
2305,0.557,0.602,9,-7.379,1,0.092,0.569,0.0,0.156,0.83,105.25,237040,MPB
2306,0.667,0.306,4,-10.928,1,0.0432,0.695,0.0193,0.141,0.559,140.32,148347,MPB
2307,0.629,0.318,4,-9.313,0,0.066,0.796,1.88e-05,0.963,0.359,135.191,145307,MPB
2308,0.44,0.191,4,-14.819,0,0.0531,0.828,5.5e-05,0.774,0.129,90.111,249987,MPB
2309,0.59,0.175,0,-17.19,1,0.0326,0.889,7.69e-05,0.103,0.294,85.866,211240,MPB
2310,0.684,0.604,7,-12.185,1,0.101,0.384,2.43e-06,0.093,0.861,103.989,207893,MPB
2311,0.474,0.0577,2,-17.945,1,0.0758,0.907,7.16e-05,0.137,0.182,77.689,174133,MPB
2312,0.607,0.436,9,-11.78,1,0.0544,0.649,0.000277,0.243,0.692,127.983,585440,MPB
2313,0.558,0.311,4,-16.1,1,0.387,0.755,0.0,0.689,0.606,86.612,289027,MPB
2314,0.731,0.366,5,-15.092,0,0.241,0.00528,0.0112,0.0746,0.751,172.308,182840,MPB
2315,0.555,0.659,9,-5.41,1,0.0461,0.129,0.0,0.0854,0.927,138.878,87213,MPB
2316,0.58,0.451,4,-8.891,1,0.054,0.195,0.0,0.355,0.885,143.474,175773,MPB
2317,0.51,0.696,8,-6.128,1,0.0748,0.191,0.0,0.0973,0.384,96.872,222107,MPB
2318,0.599,0.241,0,-14.282,1,0.0404,0.788,2.42e-06,0.287,0.698,127.419,184907,MPB
2319,0.595,0.473,11,-11.132,1,0.0519,0.238,0.668,0.151,0.455,136.0,271493,MPB
2320,0.562,0.409,9,-11.202,0,0.0389,0.475,0.000618,0.498,0.487,137.713,231800,MPB
2321,0.49,0.572,9,-10.745,0,0.0376,0.161,0.00486,0.193,0.758,160.8,224760,MPB
2322,0.518,0.308,0,-13.429,0,0.0451,0.788,0.0571,0.133,0.368,81.149,143427,MPB
2323,0.198,0.432,6,-10.072,1,0.0333,0.667,2.36e-05,0.683,0.736,202.401,168213,MPB
2324,0.684,0.528,0,-9.146,1,0.0362,0.388,1.12e-06,0.131,0.71,90.01,179013,MPB
2325,0.553,0.17,0,-17.911,1,0.0405,0.899,0.624,0.0985,0.438,119.557,257133,MPB
2326,0.617,0.311,7,-16.965,1,0.528,0.832,0.0,0.682,0.605,114.295,234760,MPB
2327,0.513,0.241,5,-13.951,1,0.23,0.823,8.6e-05,0.974,0.543,130.878,215800,MPB
2328,0.272,0.0199,10,-16.613,0,0.0441,0.4,0.0203,0.294,0.102,147.104,80000,MPB
2329,0.38,0.278,9,-17.253,1,0.261,0.746,0.0102,0.158,0.242,81.719,235547,MPB
2330,0.674,0.793,0,-8.022,1,0.207,0.695,0.0,0.985,0.854,143.414,204773,MPB
2331,0.543,0.512,5,-9.172,1,0.0473,0.464,0.0,0.355,0.929,133.155,162973,MPB
2332,0.54,0.475,0,-9.587,1,0.0399,0.665,1.24e-05,0.126,0.859,148.558,181813,MPB
2333,0.711,0.674,0,-9.67,1,0.0376,0.414,0.0144,0.0934,0.854,114.282,309720,MPB
2334,0.426,0.335,0,-11.845,1,0.0352,0.607,0.000157,0.128,0.37,98.334,200347,MPB
2335,0.62,0.484,9,-13.554,1,0.179,0.837,0.356,0.0992,0.637,130.611,415040,MPB
2336,0.692,0.284,2,-17.224,0,0.0761,0.828,4.38e-05,0.106,0.286,88.246,142760,MPB
2337,0.642,0.499,10,-11.163,1,0.158,0.592,0.0,0.305,0.757,110.484,230440,MPB
2338,0.596,0.138,9,-14.436,0,0.047,0.917,0.000466,0.0998,0.384,93.628,177827,MPB
2339,0.616,0.0765,2,-18.675,1,0.356,0.964,0.000866,0.644,0.27,156.823,254093,MPB
2340,0.657,0.171,0,-20.572,1,0.1,0.836,0.0,0.0944,0.839,86.867,155933,MPB
2341,0.833,0.568,11,-12.417,0,0.0569,0.612,1.16e-05,0.332,0.968,144.855,302627,MPB
2342,0.708,0.45,4,-12.783,0,0.097,0.83,0.000575,0.708,0.9,91.529,99627,MPB
2343,0.468,0.149,9,-21.015,0,0.0358,0.611,0.00977,0.142,0.204,78.395,196933,MPB
2344,0.847,0.602,4,-12.078,1,0.0376,0.00755,0.393,0.0979,0.785,135.839,357213,MPB
2345,0.606,0.841,9,-6.745,1,0.0526,0.46,7.02e-05,0.97,0.667,134.567,289827,MPB
2346,0.357,0.182,0,-11.257,1,0.0417,0.932,1.18e-05,0.694,0.163,77.026,234933,MPB
2347,0.537,0.494,5,-8.901,1,0.0384,0.0255,1.02e-06,0.53,0.786,100.446,228827,MPB
2348,0.757,0.518,4,-9.341,0,0.426,0.0566,0.00242,0.127,0.877,109.789,134960,MPB
2349,0.549,0.296,0,-11.566,1,0.0337,0.652,0.000692,0.112,0.189,121.292,396853,MPB
2350,0.786,0.46,0,-7.868,1,0.036,0.0426,0.00901,0.169,0.831,89.509,158067,MPB
2351,0.369,0.108,1,-15.536,1,0.0403,0.856,3.08e-05,0.114,0.124,95.12,166133,MPB
2352,0.966,0.469,5,-8.971,1,0.0688,0.194,0.00027,0.0405,0.754,119.872,211627,MPB
2353,0.512,0.256,5,-14.662,0,0.0271,0.79,0.651,0.246,0.177,90.863,330600,MPB
2354,0.218,0.522,5,-8.78,1,0.0326,0.0673,9.47e-06,0.125,0.429,74.584,255440,MPB
2355,0.869,0.622,1,-9.288,0,0.345,0.207,0.0,0.0551,0.939,119.89,250107,MPB
2356,0.504,0.0653,2,-16.668,0,0.0418,0.823,1.46e-05,0.0906,0.179,90.339,237333,MPB
2357,0.713,0.671,2,-9.989,1,0.0427,0.747,0.0485,0.175,0.781,110.456,242540,MPB
2358,0.793,0.471,0,-11.73,1,0.0373,0.549,7.69e-05,0.111,0.838,113.015,197819,MPB
2359,0.618,0.335,9,-14.142,0,0.0366,0.769,0.211,0.102,0.436,96.953,218652,MPB
2360,0.588,0.394,7,-12.177,1,0.0416,0.853,0.392,0.112,0.748,173.845,258611,MPB
2361,0.808,0.742,4,-7.816,1,0.031,0.357,0.00302,0.115,0.737,129.959,208820,MPB
2362,0.719,0.692,7,-7.92,1,0.0292,0.415,0.0161,0.0867,0.768,91.953,245980,MPB
2363,0.629,0.522,2,-10.503,1,0.371,0.758,0.0,0.408,0.617,79.961,310400,MPB
2364,0.624,0.108,7,-16.559,1,0.0318,0.973,0.000907,0.106,0.266,104.237,193203,MPB
2365,0.731,0.67,0,-8.317,1,0.0312,0.566,0.202,0.123,0.895,92.098,194176,MPB
2366,0.454,0.57,2,-10.379,1,0.148,0.18,0.0,0.522,0.899,84.745,322373,MPB
2367,0.687,0.833,5,-8.648,0,0.0324,0.578,0.0496,0.941,0.724,107.987,310596,MPB
2368,0.562,0.72,9,-8.82,1,0.0443,0.241,0.000995,0.898,0.554,125.265,253470,MPB
2369,0.654,0.308,6,-11.682,0,0.0356,0.903,0.0175,0.179,0.153,132.189,291339,MPB
2370,0.692,0.897,11,-4.969,0,0.0398,0.236,3.86e-06,0.116,0.968,106.163,226640,MPB
2371,0.678,0.832,2,-7.632,0,0.034,0.264,5.37e-06,0.175,0.963,106.07,264307,MPB
2372,0.524,0.14,5,-14.706,1,0.0484,0.866,1.06e-06,0.111,0.262,126.689,234800,MPB
2373,0.523,0.814,2,-9.377,1,0.0735,0.362,0.0,0.077,0.794,101.474,175507,MPB
2374,0.673,0.624,4,-8.38,0,0.0262,0.447,0.344,0.206,0.705,92.017,229858,MPB
2375,0.687,0.481,2,-10.431,1,0.0529,0.437,0.0803,0.284,0.773,79.942,222803,MPB
2376,0.442,0.399,0,-13.16,1,0.131,0.375,9.1e-06,0.137,0.444,152.582,301387,MPB
2377,0.741,0.481,2,-9.261,1,0.0523,0.672,0.00731,0.0927,0.611,79.037,195356,MPB
2378,0.649,0.821,2,-4.92,1,0.0397,0.348,0.00493,0.0891,0.915,139.575,276107,MPB
2379,0.691,0.0305,6,-21.923,0,0.0468,0.947,0.00955,0.102,0.337,109.116,220400,MPB
2380,0.295,0.323,0,-10.533,1,0.0426,0.824,0.000312,0.321,0.148,182.878,289160,MPB
2381,0.578,0.124,7,-15.195,1,0.0884,0.938,1.71e-05,0.188,0.223,141.772,120070,MPB
2382,0.689,0.279,7,-11.785,1,0.0469,0.918,0.000952,0.166,0.248,102.027,248149,MPB
2383,0.766,0.56,0,-8.93,1,0.0547,0.726,1.61e-06,0.12,0.961,112.389,158893,MPB
2384,0.373,0.561,9,-9.7,1,0.0604,0.753,0.0,0.16,0.446,94.712,216853,MPB
2385,0.653,0.647,4,-7.028,1,0.0437,0.201,0.0,0.0753,0.936,156.28,256693,MPB
2386,0.651,0.592,4,-8.157,1,0.029,0.233,0.00518,0.102,0.711,148.131,192667,MPB
2387,0.447,0.555,0,-7.938,1,0.0262,0.287,0.0,0.306,0.471,138.473,276867,MPB
2388,0.514,0.642,10,-11.22,1,0.0502,0.444,1.86e-05,0.25,0.816,96.114,339333,MPB
2389,0.647,0.211,9,-16.686,1,0.0898,0.848,0.0103,0.102,0.391,87.503,245840,MPB
2390,0.621,0.675,7,-8.323,1,0.09,0.892,0.0818,0.449,0.641,91.053,238640,MPB
2391,0.625,0.726,11,-11.057,0,0.0519,0.676,0.000457,0.0957,0.866,96.396,320400,MPB
2392,0.592,0.721,2,-6.608,1,0.0303,0.449,0.0,0.209,0.921,136.705,188280,MPB
2393,0.688,0.4,2,-8.509,0,0.0314,0.847,2.42e-05,0.108,0.213,100.665,260187,MPB
2394,0.481,0.802,2,-8.883,1,0.0589,0.508,0.00831,0.0988,0.936,169.853,287547,MPB
2395,0.736,0.828,0,-7.933,1,0.0469,0.591,0.00305,0.0963,0.954,107.388,215760,MPB
2396,0.734,0.787,1,-7.358,0,0.0461,0.489,0.0461,0.329,0.757,108.329,266173,MPB
2397,0.741,0.561,0,-8.666,0,0.0485,0.294,0.00343,0.0846,0.605,85.032,354813,MPB
2398,0.869,0.433,4,-11.372,0,0.0457,0.541,0.156,0.269,0.76,120.203,286960,MPB
2399,0.551,0.825,0,-6.805,1,0.0362,0.206,2.02e-06,0.328,0.852,87.545,290373,MPB
2400,0.723,0.837,7,-7.045,1,0.0316,0.351,0.000933,0.102,0.797,95.878,270467,MPB
2401,0.646,0.709,9,-7.531,1,0.0476,0.181,1.07e-05,0.862,0.661,126.882,316853,MPB
2402,0.759,0.81,11,-7.987,1,0.0326,0.118,0.137,0.294,0.685,106.957,238013,MPB
2403,0.59,0.853,5,-6.394,1,0.054,0.447,9.09e-06,0.591,0.723,86.871,269733,MPB
2404,0.725,0.549,7,-7.471,1,0.0255,0.208,9.94e-05,0.187,0.324,110.428,285827,MPB
2405,0.67,0.602,9,-8.07,0,0.0248,0.311,1.84e-06,0.2,0.68,109.776,238933,MPB
2406,0.606,0.886,11,-7.102,0,0.0516,0.0221,8.77e-06,0.161,0.718,132.584,284093,MPB
2407,0.638,0.633,7,-8.417,1,0.0321,0.894,0.000336,0.326,0.713,104.532,193903,MPB
2408,0.487,0.799,2,-7.605,1,0.0856,0.208,0.447,0.0677,0.566,68.481,200307,MPB
2409,0.52,0.889,0,-6.667,1,0.0382,0.689,0.13,0.115,0.883,116.443,380853,MPB
2410,0.609,0.691,1,-7.604,0,0.0286,0.208,3.35e-06,0.156,0.812,90.876,228440,MPB
2411,0.523,0.484,11,-9.396,0,0.116,0.862,9.17e-06,0.564,0.733,183.649,137867,MPB
2412,0.73,0.74,1,-6.576,1,0.037,0.692,0.00215,0.343,0.969,149.342,220160,MPB
2413,0.402,0.184,7,-15.703,1,0.0318,0.876,0.0949,0.135,0.123,155.366,256373,MPB
2414,0.65,0.265,3,-14.2,0,0.0458,0.864,1.54e-05,0.682,0.409,88.26,247613,MPB
2415,0.796,0.446,7,-11.077,1,0.134,0.518,0.0139,0.138,0.848,160.786,259453,MPB
2416,0.857,0.573,9,-6.939,0,0.059,0.0116,0.00172,0.0243,0.609,137.986,260954,MPB
2417,0.773,0.335,2,-9.9,1,0.051,0.894,0.00028,0.0882,0.729,102.652,316680,MPB
2418,0.521,0.0237,0,-20.443,0,0.0593,0.943,4.24e-05,0.107,0.221,98.761,181347,MPB
2419,0.618,0.214,6,-18.262,0,0.0322,0.721,0.00577,0.704,0.292,100.117,293053,MPB
2420,0.726,0.526,6,-9.844,0,0.121,0.491,0.0132,0.0396,0.877,134.755,289413,MPB
2421,0.813,0.695,2,-9.705,1,0.0387,0.164,0.0,0.0441,0.814,111.648,273467,MPB
2422,0.794,0.562,10,-8.715,1,0.0354,0.0452,0.0143,0.0889,0.814,113.386,242760,MPB
2423,0.716,0.594,7,-7.773,1,0.044,0.498,8.39e-05,0.232,0.899,90.815,210320,MPB
2424,0.621,0.699,0,-8.947,0,0.0892,0.531,5.88e-05,0.225,0.759,81.971,220400,MPB
2425,0.532,0.949,5,-7.513,1,0.0692,0.618,9.52e-05,0.0823,0.819,112.845,190173,MPB
2426,0.752,0.78,10,-9.455,0,0.343,0.498,0.0,0.107,0.733,119.59,155187,MPB
2427,0.729,0.368,7,-15.401,1,0.103,0.547,0.000597,0.352,0.693,88.502,1074920,MPB
2428,0.5,0.483,6,-9.885,1,0.037,0.738,0.00737,0.105,0.38,148.735,253253,MPB
2429,0.855,0.397,11,-12.541,0,0.0453,0.339,0.244,0.0993,0.648,110.527,262080,MPB
2430,0.572,0.595,0,-8.772,1,0.0313,0.483,4.06e-05,0.176,0.883,93.176,259373,MPB
2431,0.805,0.129,2,-18.898,0,0.0575,0.29,0.00378,0.694,0.28,109.486,267173,MPB
2432,0.66,0.571,7,-9.103,1,0.0285,0.148,0.00758,0.216,0.732,123.831,309400,MPB
2433,0.733,0.828,0,-7.919,1,0.0476,0.563,0.000964,0.101,0.961,107.389,215760,MPB
2434,0.571,0.114,2,-16.541,1,0.0669,0.849,0.00474,0.349,0.185,152.19,206040,MPB
2435,0.477,0.8,2,-8.86,1,0.0586,0.511,0.0114,0.128,0.92,171.774,287547,MPB
2436,0.761,0.784,7,-9.61,1,0.0583,0.688,0.00714,0.057,0.713,91.881,213080,MPB
2437,0.544,0.454,7,-9.53,1,0.0393,0.776,0.00176,0.0898,0.397,77.464,238880,MPB
2438,0.581,0.705,0,-9.734,1,0.0892,0.583,0.00146,0.0536,0.766,125.645,236680,MPB
2439,0.455,0.388,7,-8.905,1,0.0576,0.564,0.0,0.073,0.313,166.887,334853,MPB
2440,0.766,0.577,0,-8.248,1,0.0417,0.225,6.7e-06,0.128,0.902,84.446,247773,MPB
2441,0.669,0.903,0,-7.628,1,0.0751,0.0431,0.0093,0.272,0.864,180.174,245067,MPB
2442,0.42,0.288,4,-10.79,0,0.0289,0.831,0.0133,0.127,0.196,101.822,187547,MPB
2443,0.467,0.178,5,-13.569,1,0.0295,0.664,0.0,0.0868,0.168,107.178,265533,MPB
2444,0.405,0.675,9,-9.292,1,0.0521,0.816,1.16e-05,0.21,0.705,122.318,162107,MPB
2445,0.929,0.423,11,-11.103,0,0.165,0.127,0.0,0.391,0.697,126.579,303867,MPB
2446,0.391,0.436,5,-8.105,1,0.0292,0.411,0.0,0.113,0.346,183.09,228293,MPB
2447,0.718,0.735,2,-8.437,1,0.031,0.0152,1.83e-06,0.0232,0.963,131.881,240093,MPB
2448,0.562,0.324,4,-14.367,0,0.0675,0.821,2.05e-06,0.711,0.65,93.054,290867,MPB
2449,0.649,0.358,2,-11.786,1,0.0539,0.807,0.0124,0.866,0.6,125.13,203547,MPB
2450,0.823,0.488,2,-9.302,0,0.232,0.295,0.531,0.0621,0.137,88.005,128294,Lo-Fi
2451,0.299,0.616,5,-9.502,0,0.0834,0.384,0.0,0.393,0.35,136.741,149130,Lo-Fi
2452,0.765,0.144,11,-12.642,1,0.142,0.619,0.94,0.0983,0.162,89.001,103375,Lo-Fi
2453,0.665,0.373,10,-8.363,1,0.38,0.937,0.918,0.111,0.689,79.478,103457,Lo-Fi
2454,0.632,0.38,7,-6.986,0,0.0334,0.641,0.918,0.342,0.362,83.054,115663,Lo-Fi
2455,0.547,0.371,10,-10.42,0,0.0586,0.745,0.936,0.151,0.801,131.066,124735,Lo-Fi
2456,0.871,0.491,0,-10.745,1,0.0552,0.289,0.929,0.268,0.729,103.979,147905,Lo-Fi
2457,0.668,0.369,7,-8.879,0,0.073,0.899,0.893,0.1,0.545,142.683,171789,Lo-Fi
2458,0.86,0.0852,5,-18.983,0,0.139,0.887,0.964,0.126,0.907,81.086,94815,Lo-Fi
2459,0.748,0.454,0,-14.0,0,0.102,0.643,0.899,0.107,0.561,76.049,140954,Lo-Fi
2460,0.676,0.587,4,-10.442,1,0.0687,0.0342,0.00977,0.117,0.673,173.303,135836,Lo-Fi
2461,0.681,0.417,2,-15.041,1,0.0502,0.668,0.861,0.287,0.197,153.987,178000,Lo-Fi
2462,0.7,0.449,6,-8.688,0,0.107,0.304,0.668,0.0934,0.42,178.116,113258,Lo-Fi
2463,0.794,0.456,11,-9.993,1,0.195,0.0237,0.429,0.0993,0.47,81.993,117119,Lo-Fi
2464,0.698,0.407,5,-11.923,0,0.309,0.789,0.112,0.125,0.723,86.041,157674,Lo-Fi
2465,0.525,0.188,8,-16.029,1,0.331,0.616,0.937,0.134,0.517,157.025,98000,Lo-Fi
2466,0.625,0.43,7,-10.981,1,0.03,0.0125,0.631,0.423,0.186,74.494,138000,Lo-Fi
2467,0.621,0.352,1,-11.973,0,0.0637,0.117,0.822,0.111,0.273,135.548,159419,Lo-Fi
2468,0.793,0.469,7,-7.57,1,0.191,0.0874,0.259,0.111,0.222,88.001,152666,Lo-Fi
2469,0.438,0.606,5,-9.423,0,0.113,0.879,0.858,0.126,0.812,92.467,153858,Lo-Fi
2470,0.542,0.366,11,-16.079,1,0.0375,0.602,0.871,0.196,0.0551,115.683,187573,Lo-Fi
2471,0.547,0.376,5,-9.531,0,0.0412,0.813,0.868,0.155,0.466,140.674,211150,Lo-Fi
2472,0.606,0.563,5,-8.205,0,0.0306,0.432,0.252,0.198,0.269,84.984,189629,Lo-Fi
2473,0.688,0.239,7,-13.883,0,0.0779,0.642,0.277,0.0899,0.207,84.126,120000,Lo-Fi
2474,0.802,0.252,6,-11.138,0,0.339,0.259,0.885,0.105,0.782,80.005,90064,Lo-Fi
2475,0.695,0.261,6,-7.062,1,0.254,0.409,0.917,0.131,0.424,167.547,121414,Lo-Fi
2476,0.583,0.12,1,-11.749,1,0.0489,0.231,0.779,0.142,0.19,140.037,85714,Lo-Fi
2477,0.682,0.147,1,-15.461,0,0.311,0.283,0.0192,0.133,0.296,85.038,130765,Lo-Fi
2478,0.425,0.434,5,-12.337,0,0.0499,0.709,0.689,0.152,0.389,158.756,144750,Lo-Fi
2479,0.703,0.13,4,-19.086,0,0.0538,0.718,0.34,0.101,0.0624,80.014,96023,Lo-Fi
2480,0.614,0.196,5,-15.274,1,0.031,0.698,0.248,0.103,0.364,78.018,98486,Lo-Fi
2481,0.76,0.731,7,-7.041,0,0.0515,0.352,0.652,0.144,0.471,87.996,122727,Lo-Fi
2482,0.705,0.205,4,-13.291,0,0.0527,0.499,0.885,0.148,0.461,85.014,93625,Lo-Fi
2483,0.475,0.31,7,-15.22,1,0.241,0.133,0.738,0.17,0.646,76.084,165000,Lo-Fi
2484,0.632,0.335,5,-14.213,0,0.045,0.323,0.0236,0.117,0.698,152.049,126303,Lo-Fi
2485,0.694,0.439,10,-14.036,1,0.0413,0.149,0.798,0.0885,0.632,130.044,119998,Lo-Fi
2486,0.628,0.438,11,-9.836,1,0.134,0.795,0.945,0.297,0.195,82.014,122927,Lo-Fi
2487,0.556,0.488,4,-7.22,0,0.243,0.0291,0.446,0.116,0.391,172.789,131229,Lo-Fi
2488,0.68,0.523,4,-7.592,0,0.0647,0.658,0.357,0.104,0.482,149.992,153300,Lo-Fi
2489,0.608,0.501,4,-9.793,0,0.0356,0.218,0.323,0.32,0.328,79.017,146927,Lo-Fi
2490,0.728,0.115,8,-13.056,0,0.324,0.827,0.882,0.0875,0.7,148.204,102162,Lo-Fi
2491,0.804,0.457,0,-11.84,0,0.0627,0.138,0.824,0.0858,0.937,164.109,70259,Lo-Fi
2492,0.551,0.526,5,-9.558,0,0.04,0.198,0.000402,0.122,0.365,84.947,133000,Lo-Fi
2493,0.57,0.146,9,-13.239,1,0.141,0.419,0.018,0.246,0.225,239.657,108000,Lo-Fi
2494,0.87,0.427,0,-5.938,1,0.196,0.055,0.875,0.117,0.607,90.018,106902,Lo-Fi
2495,0.672,0.452,11,-9.667,1,0.0339,0.888,0.913,0.108,0.237,89.008,132118,Lo-Fi
2496,0.689,0.391,11,-13.315,0,0.0798,0.667,0.896,0.0901,0.0764,80.023,96023,Lo-Fi
2497,0.718,0.401,0,-5.33,0,0.0599,0.442,0.927,0.11,0.221,140.071,116571,Lo-Fi
2498,0.848,0.124,6,-16.637,0,0.109,0.616,0.775,0.0886,0.441,126.949,166000,Lo-Fi
2499,0.727,0.366,9,-7.864,0,0.158,0.72,0.902,0.109,0.545,173.918,152668,Lo-Fi
2500,0.75,0.613,10,-8.105,0,0.059,0.19,0.966,0.116,0.92,93.074,82581,Lo-Fi
2501,0.772,0.325,2,-8.221,0,0.147,0.868,0.884,0.085,0.373,86.008,212167,Lo-Fi
2502,0.606,0.48,2,-11.283,0,0.0614,0.831,0.12,0.106,0.078,93.032,121290,Lo-Fi
2503,0.711,0.646,7,-5.251,1,0.215,0.242,0.852,0.109,0.516,85.99,100472,Lo-Fi
2504,0.551,0.186,2,-16.455,1,0.0434,0.731,0.678,0.128,0.244,156.08,127472,Lo-Fi
2505,0.544,0.314,4,-15.559,0,0.394,0.712,0.676,0.239,0.156,102.394,155588,Lo-Fi
2506,0.722,0.324,3,-10.933,1,0.045,0.71,0.884,0.151,0.755,73.512,71854,Lo-Fi
2507,0.51,0.394,2,-9.722,0,0.249,0.844,0.52,0.124,0.146,76.776,113114,Lo-Fi
2508,0.357,0.166,9,-17.455,0,0.0368,0.989,0.91,0.116,0.48,70.886,105393,Lo-Fi
2509,0.809,0.304,4,-12.764,1,0.218,0.963,0.898,0.108,0.527,79.971,120000,Lo-Fi
2510,0.767,0.36,0,-11.457,0,0.179,0.73,0.713,0.194,0.367,85.016,141176,Lo-Fi
2511,0.528,0.378,11,-11.257,1,0.722,0.419,0.866,0.0974,0.425,159.45,88691,Lo-Fi
2512,0.604,0.323,9,-12.937,1,0.0309,0.611,0.91,0.108,0.282,82.909,208422,Lo-Fi
2513,0.807,0.298,5,-12.322,0,0.102,0.653,0.907,0.918,0.537,156.003,121258,Lo-Fi
2514,0.533,0.452,5,-12.042,1,0.185,0.481,0.656,0.697,0.489,164.196,120000,Lo-Fi
2515,0.561,0.213,2,-14.412,1,0.0455,0.758,0.89,0.106,0.123,87.989,70916,Lo-Fi
2516,0.74,0.329,11,-7.677,0,0.0469,0.109,0.888,0.139,0.511,172.08,139552,Lo-Fi
2517,0.498,0.295,8,-9.691,1,0.0963,0.785,0.817,0.103,0.473,77.096,192632,Lo-Fi
2518,0.784,0.152,10,-15.078,1,0.0716,0.862,0.958,0.0942,0.584,84.008,114286,Lo-Fi
2519,0.718,0.297,6,-10.008,1,0.0419,0.712,0.891,0.119,0.263,70.0,197617,Lo-Fi
2520,0.865,0.338,0,-9.212,1,0.219,0.881,0.83,0.368,0.773,83.048,99759,Lo-Fi
2521,0.79,0.0984,9,-13.783,0,0.207,0.624,0.784,0.117,0.811,83.19,96227,Lo-Fi
2522,0.701,0.453,2,-6.91,1,0.0881,0.311,0.927,0.146,0.405,82.076,119207,Lo-Fi
2523,0.782,0.336,9,-17.41,0,0.814,0.978,0.0677,0.116,0.663,78.033,80000,Lo-Fi
2524,0.773,0.667,1,-7.606,1,0.119,0.318,0.714,0.138,0.7,87.005,204138,Lo-Fi
2525,0.729,0.247,4,-12.789,0,0.15,0.137,0.889,0.108,0.449,85.963,106047,Lo-Fi
2526,0.662,0.179,9,-14.552,0,0.172,0.709,0.84,0.0949,0.477,68.148,116500,Lo-Fi
2527,0.531,0.128,1,-9.495,0,0.101,0.885,0.854,0.0922,0.463,140.69,140823,Lo-Fi
2528,0.867,0.376,10,-9.386,0,0.279,0.271,0.69,0.0618,0.734,90.081,110000,Lo-Fi
